"","Plasmablast","NaiveB","MemoryB","NaiveCD4T","EMCD4T","CMCD4T","TRegs","NaiveCD8T","MemoryCD8T","NKT","NKcells","mDC","pDC","CMonocytes","NMonocyte"
"IL1R2",0.1,0.1,0.362400328542545,0.1,0.1,0.1,0.1,0.1,0.146027983570048,0.1,0.142872125890102,0.593432016977372,0.202204959703926,0.292920958795128,0.165880201480251
"HOMER2",0.142903043766652,0.291383320353258,0.330403234312228,0.202579423439748,0.1887211952828,0.161141598090057,0.1,0.1,0.222580407994284,0.260393538595272,0.20680594617546,0.349937420168787,0.1,0.21128228517361,0.136534232917694
"FLT3",0.148787009917072,0.182236874398716,0.466200357679831,0.158175956983791,0.1,0.135105773677471,0.1,0.1,0.13780394253005,0.156947586096364,0.146693672494667,0.611810793066324,0.544863584009755,0.436414507854726,0.223205727570125
"MS4A4A",0.1,0.12756940590109,0.320819188405606,0.125184496095851,0.1,0.139307147124701,0.1,0.1,0.136621604910739,0.1,0.1,0.41296353954642,0.477153196308009,0.343158789471101,0.61104487558177
"GAS6",0.382966652616114,0.133055107718762,0.396419622611599,0.152508846495,0.17744211676045,0.17565913441052,0.172508460621698,0.1,0.1,0.176649783337206,0.162438059260297,0.440818833432086,0.69556391710076,0.258184374448174,0.238737228824746
"PKIB",0.1,0.1,0.491614213941202,0.157516600541674,0.155201081888114,0.145573491433674,0.1,0.1,0.13043848359948,0.227932051217152,0.1,0.584149090796199,0.1,0.15604738053556,0.21586002205452
"RTN1",0.183975978854978,0.154035016136185,0.495753378770241,0.1,0.146097950878645,0.138499195194623,0.1,0.1,0.116271257714532,0.176649783337206,0.165338007596191,0.520694693176663,0.1,0.534401182382387,0.466827029044408
"CRIP3",0.1,0.375557567473191,0.373500694566619,0.179678433755498,0.176067716925847,0.162301329883797,0.1,0.1,0.14604843472053,0.184120428183369,0.153009750447514,0.363438988519749,0.1,0.218604467462754,0.218511371360343
"LMNA",0.30863151289611,0.21591666036909,0.930833954317315,0.175629034663057,0.571360798434134,0.632811762510337,0.965596351588021,0.1,0.413933174832983,0.424930451338466,0.258004292790425,0.741703041171785,0.21038974367793,0.502421054544143,0.368043945175058
"ALCAM",0.274458388856408,0.368729887952921,0.516896289283877,0.179299757961577,0.287296882218228,0.239170051305183,0.236570616489277,0.1,0.228619689135363,0.243908688563531,0.19261590152789,0.506887734738985,0.526566977473727,0.408988369472085,0.270268458821967
"GSN",0.240834145889281,0.444052375108796,0.578699805926087,0.181721659324465,0.269644457571772,0.220914250884821,0.225851650849542,0.17217716732525,0.388279273914761,0.304208770344828,0.52093713630929,0.863773219232316,0.717713597195054,0.657333652295173,0.567656399208295
"WDFY4",0.179545922340454,0.600219133991405,0.408465424759997,0.142862587060714,0.1,0.143157928534018,0.1,0.1,0.126017011426165,0.1,0.1,0.547107099321105,0.685879617500118,0.372755183641258,0.342004603093284
"NREP",0.1,0.259899905579432,0.424178756046041,0.237618554303089,0.180551244888644,0.190276471278555,0.1,0.1,0.165693610483108,0.257322934152024,0.191412995466951,0.486128328189106,0.580711597072644,0.366093313237614,0.205698155481268
"MYCL",0.1,0.1,0.420399309710243,0.126964331881674,0.1,0.131186064363563,0.1,0.1,0.126858917347044,0.156947586096364,0.153854990338464,0.437671341285763,0.610866666952359,0.485295921023065,0.317121245241228
"GPAT3",0.1,0.159885468703013,0.507337676860676,0.211622492934747,0.271341240315574,0.239395747347554,0.1,0.1,0.242692356903524,0.1,0.1,0.57055460618358,0.1,0.477749979190536,0.410464931803129
"FCER1A",0.1,0.179090810542755,0.940777139148835,0.139205196921325,0.1,0.119124969051766,0.24330190029392,0.171976171738689,0.1,0.1,0.1,1.24352021353149,0.79010241899378,0.306676627602369,0.16410486837613
"AREG",0.1,0.520622776105861,0.382606476866564,0.659650974069477,0.347324480895367,0.431612830813791,0.1,0.600260962946921,0.506324331405974,0.330305081736282,0.390208300305137,0.822175826690935,0.535638881823614,0.500027447106172,0.190636024945874
"SERPINF1",0.311045368259515,0.203708914970031,0.421229678826965,0.212193870379744,0.185366756146411,0.194082197205197,0.1,0.304674912839318,0.17443951603553,0.194126367641199,0.131119079037102,0.432671919402643,0.790463488462764,0.257419624227997,0.212420171950825
"CAMK1",0.148332470935269,0.216617107890004,0.501915671757103,0.168702989063252,0.238263839787159,0.211315315560406,0.1,0.231564415201059,0.229872538198281,0.256527402127445,0.265670900925964,0.49332496748622,0.286685471951406,0.616236940526301,0.678363774603686
"MYOM2",0.207623514502637,0.438063660825034,0.250668173957059,0.455107164656822,0.528371490694221,0.507033797231636,0.191758718288095,0.317633911617167,0.57398867246448,1.11516724696237,1.32938370913225,0.13570720665976,0.35822333354349,0.227305180484927,0.219993852469243
"NDRG2",0.1,0.267490504675962,0.465874870571827,0.296104424786345,0.314644463137317,0.332943954335406,0.26571526231283,0.300271636269265,0.301098934343709,0.173820854530469,0.231029500021445,0.5199999542835,0.205068435930588,0.226031168564798,0.185190868092651
"BASP1",0.507741895796244,0.891654235849434,0.80228723281683,0.152420557898761,0.246266417319772,0.187758786850195,0.309350919451632,0.1,0.140843636364661,0.270483874451229,0.172313534944879,0.846818231093381,0.370225442452577,0.718814684049522,0.519050477020112
"SPINT1",0.1,0.314325345789337,0.35742447771731,0.126877212831267,0.250752729212386,0.226103544232279,0.1,0.1,0.141876353609744,0.179152210179969,0.1,0.417254896607139,0.229480452603968,0.495355614907772,0.361414750260085
"MAP3K20",0.168821131968875,0.373783828421381,0.499371103311287,0.182252624315833,0.29758263925998,0.232883353361215,0.1,0.243466162282114,0.277185009436378,0.245292208851737,0.267450196703679,0.484644710636356,0.265644317337016,0.554201909062868,0.464845332277677
"FABP5",0.499939803014365,0.398139482458062,0.57344068780957,0.322306587969092,0.480302180276598,0.419630326386349,0.460392950777667,0.529221065436379,0.596743732325256,0.540313511792119,0.414292307103562,0.683366663480867,0.661011775163309,0.49981635237458,0.486966470866194
"OPN3",0.26860471958497,0.64982613398281,0.379061697385863,0.306624628181754,0.329833056597758,0.296383201255838,0.1,0.206111750631297,0.299980250197316,0.330972807496172,0.311446010788707,0.494927228134457,0.674382661416475,0.460303739814525,0.408064597623601
"PLD4",0.1,0.658383771135854,0.578915010061932,0.132614916493292,0.1,0.153302114318057,0.1,0.1,0.145194549718269,0.1,0.134269138908363,0.693972193456428,0.553058773116939,0.312036597990247,0.571700963648262
"RUFY3",0.294030780736313,0.452270625485241,0.515793598400747,0.318377679895355,0.345995283013079,0.324898507887401,0.1,0.294677632285953,0.362448715576742,0.377572621804982,0.365051440747798,0.518894385101709,0.615820372169917,0.502403354863108,0.450687003305234
"GRASP",0.183584915311966,0.55908199702155,0.444810433554788,0.367544302246821,0.359757869469307,0.366388308635302,0.217708972373582,0.371490624879363,0.314054181387831,0.308920966307278,0.222751774713774,0.611059183257749,0.547079533366476,0.54031545108589,0.445808799750317
"IGHG2",2.25320761103658,0.646902696093757,0.1,0.186903585852422,0.17058200521995,0.193550717695632,0.1,0.1,0.170487160012192,0.219289193118334,0.213463629016081,0.68958219716324,0.1,0.152152078184019,0.200548522147102
"CLEC10A",0.143394895870545,0.133055107718762,0.992009680982099,0.143382720136099,0.1,0.145957507261776,0.1,0.1,0.171969340308472,0.1,0.170618411466047,1.12914869323979,0.240096955333824,0.498120167606274,0.583712537658743
"ADAM15",0.227589881020442,0.278170956411929,0.450704586912026,0.214728585522712,0.389922365019269,0.332120480809624,0.300621884973732,0.261497819372456,0.374758137133693,0.318447354812354,0.361051504846284,0.487190592130589,0.337150098309879,0.614762831422853,0.5096309361112
"FGD2",0.326024659171075,0.717702913549683,0.474784722897671,0.179320250625933,0.213879757913331,0.151582410320977,0.1,0.1,0.163611513867335,0.233175975831758,0.233695491703542,0.567883434451755,0.65668453925969,0.583139239247593,0.633087080853394
"IKBIP",0.372736577445483,0.393180130271328,0.438392507383512,0.288963255975569,0.370632898245965,0.293657088774048,0.369786483315704,0.269633337199407,0.378957999000234,0.277932999378041,0.468389443822186,0.445315393707293,0.410316602323675,0.499359589387816,0.405296880376743
"RAB34",0.205751374875872,0.311606909383441,0.47170021019953,0.306962835755758,0.242174569858102,0.241803404705659,0.300514340319408,0.324299033727584,0.219161132974148,0.298525232025485,0.345684016802899,0.468346725578971,0.540995006901858,0.537142931349157,0.478019579411042
"FRMD4B",0.1,0.214367679814915,0.459923970538758,0.228535275886839,0.351782868866394,0.379080003620566,0.639936431996874,0.1,0.290522329148674,0.300795918491169,0.297797092890693,0.385014689807741,0.385535304855646,0.513090003294145,0.325479905285491
