"","Bcells","CD4Tcells","CD8Tcells","NKTcells","NKcells","Others","Monocytes"
"ALDH2",0.619838917322395,0.194991734418953,0.174182730594112,0.232731892691772,0.214181077527627,0.803591887975755,0.804550657283371
"C1orf162",0.910684250125218,0.793266079484665,0.670999719170962,0.618829324332435,0.781076874664903,0.96186887966269,0.774951411908616
"SCPEP1",0.804498666403695,0.399154331472585,0.429713931985293,0.476754012109966,0.496110579255406,0.575366911606523,0.792453460776297
"RAB31",0.500988499587485,0.154089766765495,0.151169255458461,0.225161794941231,0.192562399192388,0.603272903616139,0.782427882021488
"SERPINB1",0.778393288111057,0.74184810375584,0.763374699101796,0.716326824537769,0.980564730792214,0.723236352099804,0.818778869069537
"LGALS2",0.585238930594272,0.160854735428493,0.169911135547082,0.1,0.156541809969098,0.870303679344343,0.985402705249839
"MYBL1",0.318225798875905,0.458228226124592,0.82899794540322,0.650054441892876,0.860581661218192,0.242092380108648,0.196218528309667
"COTL1",1.11729183305009,1.00771924330141,1.02149516017353,1.08729337530899,0.508102790790517,1.26116211287892,0.606050891952332
"IL2RG",0.843392940551608,0.900717767872254,0.948565304366065,0.755694835079494,1.03130786285355,0.656684158452033,0.468490220009977
"JUN",1.2437197289735,1.41841765334296,1.37804706161528,0.908982661053362,1.36542007346361,1.21314896240438,1.3581100613207
"PPT1",0.646550680859604,0.617562363422365,0.547641760904106,0.554548230479583,0.552975895854742,0.751072564543509,0.780074549632637
"APOBEC3G",0.648975164161012,0.586878164113091,0.930021043103389,0.763096048529487,1.02764845080095,0.538621320103563,0.457478510165023
"BNIP3L",0.635335550053775,0.628224091137366,0.530963196944336,0.58987203441098,0.594343001704973,0.585422290649654,0.775788149933684
"ABHD17A",0.75451350668571,0.816380690836677,0.988718792334983,0.738652480769214,0.908560108383416,0.628929813534843,0.671290649397714
"NCOA4",0.597611924369256,0.556139721749363,0.585543352537785,0.60332359953702,0.598333537789814,0.672677028096118,0.800629279868188
"ADA2",0.547841396603304,0.443216214317284,0.471023976029094,0.466666255356173,0.477972827387525,0.620193207881565,0.78896903767066
